environment,condition,seed,rep,run,n_gens,avg_fitness,top20percent_fitness,best_fitness,total_agents,peak_population,genome_variance,avg_lifetime,avg_energy_end,avg_learned_weight_diff,avg_network_weight_mag,inter_gen_weight_change,avg_fitness_normalised,top20percent_fitness_normalised,best_fitness_normalised
baseline,evolution,2010,2,base_w500_evolution_h128_seed2010_r2,1000,7.479954,21.02933,60.546800000000005,1376.14,593.02,0.04907039999999999,2069.25,3.6138999999999997,0.0,0.612158,2.244e-05,0.8414980116503908,0.8302471855221779,0.47341742738589215
baseline,evolution,2010,3,base_w500_evolution_h128_seed2010_r3,1000,7.4625259999999995,20.920389999999998,61.40699999999999,1389.52,602.34,0.05150424,2057.304,3.560400000000001,0.0,0.611724,8.629999999999998e-05,0.8393785647399334,0.8254953960769602,0.4805560165975103
baseline,evolution,2010,4,base_w500_evolution_h128_seed2010_r4,1000,7.5114459999999985,21.138685999999996,61.5276,1383.84,593.86,0.04884009999999999,2054.55,3.48804,0.0,0.609764,-5.40000000000005e-07,0.8453278040593948,0.8350171202254199,0.48155684647302904
baseline,evolution,2010,5,base_w500_evolution_h128_seed2010_r5,1000,7.541976000000001,21.360234000000005,62.85880000000001,1390.12,601.24,0.04956162000000001,2080.7659999999996,3.89762,0.0,0.609044,-2.219999999999997e-06,0.8490406061121988,0.8446806914390151,0.49260414937759345
baseline,evolution,2010,6,base_w500_evolution_h128_seed2010_r6,1000,7.451396000000001,21.086344000000004,65.5352,1388.34,601.58,0.04901168,2065.156,3.34736,0.0,0.6100140000000001,5.2960000000000015e-05,0.8380250276666383,0.8327340454765532,0.5148149377593362
baseline,evolution,2010,7,base_w500_evolution_h128_seed2010_r7,1000,7.422608,20.96703,61.05619999999999,1399.42,611.3,0.04965928,2058.842,3.5571,0.0,0.609936,-4.6140000000000016e-05,0.8345240730156027,0.8275297586593446,0.47764481327800823
baseline,evolution,2010,8,base_w500_evolution_h128_seed2010_r8,1000,7.534876000000001,21.14704,62.6612,1387.02,601.66,0.047749059999999996,2069.232,3.63848,0.0,0.61,8.620000000000012e-06,0.8481771637743375,0.8353815084118101,0.4909643153526971
baseline,evolution,2010,9,base_w500_evolution_h128_seed2010_r9,1000,7.445725999999999,20.969206,60.38719999999999,1394.86,605.38,0.047537380000000004,2061.072,3.3150999999999997,0.0,0.610828,2.2919999999999997e-05,0.8373354899123179,0.8276246723167046,0.4720929460580912
baseline,evolution,2010,10,base_w500_evolution_h128_seed2010_r10,1000,7.414256000000002,20.952216000000004,61.44799999999999,1399.52,610.0,0.047659,2072.9539999999997,3.6462,0.0,0.6091059999999999,1.481999999999999e-05,0.8335083729584455,0.8268835955526672,0.4808962655601659
baseline,learning,2001,1,base_w500_learning_h128_lr0.01_seed2001_r1,1000,7.422778000000001,20.487489999999998,57.9482,1379.98,599.3,0.04781614,2060.458,4.13188,0.00095926,0.607166,-4.83e-05,0.8345447469870727,0.8066129869450102,0.45185228215767637
baseline,learning,2001,2,base_w500_learning_h128_lr0.01_seed2001_r2,1000,7.49264,20.950791999999996,61.675599999999996,1377.04,602.04,0.04791612,2102.41,4.5947000000000005,0.0009620999999999999,0.607178,5.103999999999999e-05,0.8430407763684344,0.8268214829386593,0.48278506224066386
