generation,map_seed,condition,wall_clock_s,generation_ticks,total_agents,peak_population,avg_energy_at_tick_1000,avg_energy_end,avg_fitness,top20percent_fitness,best_fitness,avg_lifetime,avg_learned_weight_diff,inter_gen_weight_change,genome_variance,avg_network_weight_mag
409,1,learning,16483.9,10000,1380,606,0.000,1.059,7.9785,22.8730,61.0000,2039.2,0.007255,0.000308,0.046661,0.5717
410,1,learning,16535.9,10000,925,338,0.000,1.936,6.8036,18.5158,46.5000,2021.1,0.007467,0.000010,0.045625,0.5717
411,1,learning,16593.6,10000,1047,436,0.000,6.910,6.8322,18.1046,49.0000,1987.0,0.007385,0.000720,0.044547,0.5724
412,1,learning,16657.6,10000,1172,508,0.000,3.232,7.6078,21.6561,61.5200,2026.3,0.007214,0.000252,0.044544,0.5727
413,1,learning,16707.1,10000,873,313,0.000,1.266,6.6700,17.4206,45.0000,2022.3,0.007483,0.000990,0.044692,0.5737
414,1,learning,16762.9,10000,1017,476,0.000,6.320,7.0260,19.1273,45.0000,1989.3,0.007330,-0.000111,0.045362,0.5736
415,1,learning,16830.1,10000,1251,548,0.000,2.160,7.6161,21.2428,54.0000,2023.7,0.007173,0.000328,0.045567,0.5739
416,1,learning,16881.7,10000,918,313,0.000,2.924,6.7659,17.2755,51.0000,2010.0,0.007468,-0.000050,0.045875,0.5739
417,1,learning,16935.1,10000,966,381,0.000,6.641,6.8713,17.6624,45.5000,1986.8,0.007295,0.000397,0.046004,0.5743
418,1,learning,17003.1,10000,1256,536,0.000,0.780,7.6530,22.4198,57.5000,2039.6,0.007183,0.000547,0.045324,0.5748
419,1,learning,17057.5,10000,963,329,0.000,0.226,7.3002,19.0854,61.5000,2032.8,0.007559,-0.000564,0.045596,0.5742
420,1,learning,17112.7,10000,1005,406,0.000,6.559,6.9264,17.8491,52.0000,1983.1,0.007300,0.000752,0.045000,0.5750
421,1,learning,17182.3,10000,1299,578,0.000,3.664,7.6698,21.9456,66.5000,2016.2,0.007211,0.000081,0.046095,0.5751
422,1,learning,17231.3,10000,868,311,0.000,1.147,6.4119,17.2914,43.5000,2021.8,0.007325,-0.000182,0.045898,0.5749
423,1,learning,17281.8,10000,912,394,0.000,6.135,6.9978,18.7310,52.0000,1991.9,0.007415,-0.000371,0.045018,0.5745
424,1,learning,17346.5,10000,1211,517,0.000,3.907,8.0395,22.0557,56.0000,2017.9,0.007285,0.000498,0.045440,0.5750
425,1,learning,17398.2,10000,912,332,0.000,-0.241,6.6309,18.0537,54.0000,2027.8,0.007407,0.000010,0.045603,0.5750
426,1,learning,17451.6,10000,969,452,0.000,7.935,6.8772,18.8159,52.5000,1974.3,0.007309,0.000178,0.046595,0.5752
427,1,learning,17516.2,10000,1186,499,0.000,3.656,7.5128,20.9736,54.5000,2019.7,0.007175,0.000125,0.046776,0.5753
428,1,learning,17567.1,10000,907,334,0.000,0.723,6.5790,17.7860,50.0000,2021.8,0.007289,0.000480,0.045631,0.5758
429,1,learning,17624.5,10000,1047,491,0.000,3.518,7.2486,19.2471,46.5000,2010.5,0.007322,0.000637,0.046089,0.5764
430,1,learning,17691.4,10000,1239,517,0.000,3.789,7.6718,21.3440,52.5400,2016.9,0.007177,0.000328,0.046497,0.5767
431,1,learning,17746.5,10000,992,382,0.000,2.128,6.8682,19.2143,54.0000,2016.9,0.007220,-0.000658,0.046366,0.5760
432,1,learning,17793.2,10000,837,385,0.000,6.426,6.8559,19.0013,60.0000,1987.6,0.007114,0.001385,0.045886,0.5774
433,1,learning,17858.5,10000,1205,537,0.000,1.863,7.6360,20.6747,51.0000,2027.8,0.007192,-0.000157,0.045924,0.5772
434,1,learning,17907.0,10000,859,306,0.000,2.402,6.6076,17.3830,43.0000,2013.9,0.007347,0.000384,0.046556,0.5776
435,1,learning,17960.9,10000,963,396,0.000,3.765,6.9623,18.1058,46.0000,2003.9,0.007373,0.000720,0.046103,0.5783
436,1,learning,18027.7,10000,1235,561,0.000,4.533,7.4828,21.8382,57.0100,2007.0,0.007108,0.000123,0.046727,0.5784
437,1,learning,18075.7,10000,855,315,0.000,2.138,6.5209,17.8485,43.0000,2013.0,0.007329,0.000626,0.045840,0.5790
438,1,learning,18129.0,10000,962,387,0.000,5.973,6.8472,18.2961,48.0000,1993.5,0.007244,0.000515,0.046533,0.5795
439,1,learning,18201.3,10000,1347,586,0.000,1.829,8.0912,22.7304,51.0300,2031.8,0.007250,0.000184,0.047406,0.5797
440,1,learning,18254.1,10000,939,316,0.000,0.408,6.7832,18.3016,48.0000,2023.0,0.007289,-0.000012,0.047025,0.5797
441,1,learning,18309.1,10000,1000,398,0.000,6.874,6.9411,17.8705,39.0000,1976.7,0.007367,0.000884,0.047950,0.5806
442,1,learning,18373.4,10000,1181,528,0.000,2.026,7.4696,21.0194,89.5200,2031.5,0.007060,0.000088,0.048102,0.5807
443,1,learning,18424.2,10000,894,336,0.000,1.067,6.6602,17.8748,39.0000,2028.0,0.007150,0.000664,0.047801,0.5814
444,1,learning,18478.6,10000,994,451,0.000,7.902,6.9323,19.5682,61.0000,1979.8,0.007044,-0.000220,0.047132,0.5812
445,1,learning,18548.2,10000,1288,570,0.000,1.462,7.8266,21.9407,60.5300,2029.1,0.006891,-0.000059,0.046365,0.5811
446,1,learning,18601.7,10000,954,309,0.000,2.011,6.8849,18.0545,52.0000,2017.1,0.007286,0.000371,0.046660,0.5815
447,1,learning,18654.5,10000,964,378,0.000,9.644,6.7144,17.5946,38.5000,1964.5,0.007085,-0.000388,0.047020,0.5811
448,1,learning,18719.2,10000,1186,501,0.000,1.792,8.0416,23.0575,66.0400,2038.6,0.007158,0.000227,0.046534,0.5813
449,1,learning,18776.5,10000,1020,351,0.000,0.341,7.0104,18.5516,51.5000,2032.1,0.007358,0.000131,0.047027,0.5814
450,1,learning,18831.5,10000,1001,418,0.000,7.599,6.9119,18.0957,44.0000,1980.1,0.007295,0.000839,0.046785,0.5822
451,1,learning,18901.7,10000,1304,590,0.000,5.517,7.5473,21.6510,77.0100,1999.2,0.007121,0.000498,0.047781,0.5827
452,1,learning,18948.9,10000,829,298,0.000,1.337,6.6772,17.4638,42.5000,2016.7,0.007220,0.000078,0.047763,0.5828
453,1,learning,19000.0,10000,930,421,0.000,7.056,6.9524,19.3020,51.5000,1987.4,0.007237,0.000760,0.047537,0.5836
454,1,learning,19065.7,10000,1217,550,0.000,1.535,7.8295,22.0923,49.5400,2030.0,0.007149,0.000295,0.047376,0.5839
455,1,learning,19118.6,10000,935,345,0.000,-0.267,6.8099,19.2091,46.0000,2025.3,0.007271,-0.000007,0.047962,0.5839
456,1,learning,19173.7,10000,1004,461,0.000,8.245,6.9604,19.6701,52.0000,1972.4,0.007360,0.000670,0.048128,0.5846
457,1,learning,19239.9,10000,1201,497,0.000,2.780,7.5317,20.8314,52.0000,2024.4,0.007156,0.000550,0.047611,0.5852
458,1,learning,19291.8,10000,925,336,0.000,-0.086,6.8815,18.6602,66.0000,2026.7,0.007211,-0.000251,0.048415,0.5849
459,1,learning,19353.2,10000,1113,494,0.000,4.354,7.1488,18.8100,54.0000,2008.3,0.007254,-0.000010,0.046797,0.5849
460,1,learning,19420.6,10000,1242,524,0.000,4.917,7.7873,21.8254,57.5000,2014.4,0.007077,-0.000515,0.048180,0.5844
461,1,learning,19477.7,10000,1024,369,0.000,1.793,6.8138,18.6940,49.0000,2014.4,0.007340,-0.000110,0.048208,0.5843
462,1,learning,19527.0,10000,883,413,0.000,4.685,6.7123,18.6552,56.0000,1999.0,0.007062,-0.000570,0.047056,0.5837
463,1,learning,19591.7,10000,1197,522,0.000,2.733,7.8320,21.2844,55.5000,2025.8,0.007126,0.000258,0.048005,0.5840
464,1,learning,19641.8,10000,890,303,0.000,2.869,6.7990,18.0921,40.0000,2012.6,0.007236,-0.000228,0.047309,0.5838
465,1,learning,19694.4,10000,938,398,0.000,5.015,7.0851,18.1481,60.0100,1998.4,0.007143,-0.000069,0.047060,0.5837
466,1,learning,19764.3,10000,1289,577,0.000,4.724,7.8993,21.8873,67.0100,2009.0,0.007111,-0.000133,0.046846,0.5836
467,1,learning,19819.5,10000,978,322,0.000,1.187,6.7966,18.3466,56.0000,2025.5,0.007136,-0.000768,0.046140,0.5828
468,1,learning,19874.9,10000,995,405,0.000,5.109,6.7465,18.0633,53.5000,1996.7,0.007093,0.000437,0.045742,0.5832
469,1,learning,19949.0,10000,1394,635,0.000,2.363,8.0016,22.8369,59.5100,2028.9,0.007083,0.000186,0.045353,0.5834
470,1,learning,20003.2,10000,962,334,0.000,1.420,6.6881,18.1535,45.0000,2026.2,0.007169,0.000293,0.045893,0.5837
471,1,learning,20061.3,10000,1056,432,0.000,6.827,6.9620,18.0024,40.0000,1987.8,0.007176,0.000473,0.046431,0.5842
472,1,learning,20124.3,10000,1160,529,0.000,2.685,7.7483,21.9046,53.0000,2027.1,0.006998,0.000074,0.047170,0.5843
473,1,learning,20176.2,10000,923,325,0.000,2.859,6.7463,18.4783,53.0000,2011.1,0.007069,0.000953,0.046836,0.5853
474,1,learning,20230.0,10000,979,432,0.000,7.868,7.1923,19.5198,57.0000,1978.8,0.007204,-0.000001,0.045886,0.5853
475,1,learning,20301.3,10000,1310,582,0.000,1.609,7.8480,21.9158,57.5300,2029.4,0.006963,0.000400,0.045780,0.5857
476,1,learning,20352.0,10000,905,328,0.000,4.198,6.6923,17.8905,46.0000,2003.3,0.007295,0.000030,0.045662,0.5857
477,1,learning,20406.2,10000,971,383,0.000,6.970,6.8375,18.1287,52.5000,1985.6,0.007148,-0.000311,0.045881,0.5854
478,1,learning,20475.5,10000,1270,537,0.000,2.975,7.6174,22.1048,58.0000,2030.6,0.007045,0.000682,0.045901,0.5861
479,1,learning,20534.3,10000,1063,369,0.000,1.152,6.6199,18.3363,49.5100,2022.1,0.007161,0.000427,0.045663,0.5865
480,1,learning,20589.0,10000,988,388,0.000,7.918,7.2373,18.8169,48.5000,1981.3,0.007192,-0.000391,0.045639,0.5861
481,1,learning,20659.5,10000,1307,591,0.000,2.843,7.6212,21.4609,66.0000,2022.2,0.007104,0.000349,0.044937,0.5864
482,1,learning,20707.8,10000,853,333,0.000,0.811,6.5166,17.4456,47.5000,2030.2,0.007148,0.000352,0.045631,0.5868
483,1,learning,20762.2,10000,987,440,0.000,6.629,6.8814,18.9304,57.0000,1991.4,0.007217,-0.000339,0.045608,0.5865
484,1,learning,20830.3,10000,1266,553,0.000,4.745,7.8855,22.4099,60.0000,2012.6,0.007014,0.000950,0.044789,0.5875
485,1,learning,20883.1,10000,933,340,0.000,0.504,6.8735,18.8746,49.0200,2020.2,0.007157,-0.000291,0.045336,0.5872
486,1,learning,20939.6,10000,1025,462,0.000,7.882,6.9515,19.3597,46.0000,1984.0,0.007101,0.000266,0.044836,0.5875
487,1,learning,21004.3,10000,1203,506,0.000,4.706,7.6992,21.5336,56.0000,2009.3,0.006938,0.000309,0.043698,0.5878
488,1,learning,21056.5,10000,911,347,0.000,0.613,6.8613,18.6128,54.0200,2026.9,0.007185,0.000190,0.043983,0.5880
489,1,learning,21116.5,10000,1083,492,0.000,4.636,7.3259,19.6369,54.0000,2007.1,0.007144,0.000188,0.043797,0.5882
490,1,learning,21182.2,10000,1223,527,0.000,2.737,7.8621,22.2049,60.0000,2025.6,0.006974,0.000788,0.044566,0.5890
491,1,learning,21237.1,10000,987,355,0.000,1.554,6.9254,18.5578,50.0000,2019.2,0.007190,-0.000809,0.044704,0.5882
492,1,learning,21289.3,10000,949,412,0.000,6.655,6.7368,18.2726,39.0000,1987.2,0.006918,0.000581,0.045052,0.5888
493,1,learning,21354.0,10000,1195,545,0.000,3.355,8.0501,21.5904,64.0000,2019.6,0.007086,-0.000122,0.044678,0.5887
494,1,learning,21406.4,10000,935,313,0.000,2.464,6.9117,18.3209,71.5000,2012.6,0.007106,0.000003,0.045149,0.5887
495,1,learning,21461.2,10000,989,436,0.000,4.696,6.9233,17.9360,53.0000,2001.5,0.007069,0.000080,0.047005,0.5888
496,1,learning,21530.9,10000,1283,556,0.000,4.953,7.8226,22.0468,52.0100,2007.3,0.007006,0.000106,0.046464,0.5889
497,1,learning,21579.9,10000,864,313,0.000,1.329,6.8072,18.4205,57.0100,2027.1,0.007216,0.000590,0.045734,0.5895
498,1,learning,21635.2,10000,994,409,0.000,5.287,6.9086,18.5952,48.0100,1995.3,0.007028,0.000002,0.046411,0.5895
499,1,learning,21708.1,10000,1367,602,0.000,2.064,8.0958,22.2221,71.5200,2033.4,0.006965,0.000162,0.045776,0.5897
500,1,learning,21761.7,10000,952,303,0.000,1.749,6.8297,18.3312,53.0100,2017.5,0.007071,-0.000921,0.046672,0.5888
501,1,learning,21816.4,10000,997,429,0.000,7.937,6.9919,18.5052,54.0200,1983.1,0.006948,0.000259,0.046110,0.5891
502,1,learning,21879.5,10000,1164,543,0.000,1.018,7.7424,21.8807,53.5100,2039.2,0.006822,0.000745,0.045942,0.5898
503,1,learning,21930.6,10000,913,328,0.000,3.330,6.7078,17.8821,42.5000,2009.4,0.006942,0.000451,0.046945,0.5903
504,1,learning,21984.2,10000,979,454,0.000,6.813,7.1175,19.2816,51.0000,1982.6,0.007021,0.000371,0.046436,0.5907
505,1,learning,22050.2,10000,1211,541,0.000,2.230,8.1511,23.0542,62.5000,2029.2,0.006951,0.000019,0.046245,0.5907
506,1,learning,22104.0,10000,955,310,0.000,1.870,6.9416,18.9499,48.0000,2017.3,0.007038,-0.000309,0.046581,0.5904
507,1,learning,22160.6,10000,1036,387,0.000,8.676,6.8050,18.2243,46.0000,1969.1,0.006854,0.000106,0.047236,0.5905
508,1,learning,22229.7,10000,1274,512,0.000,3.166,7.6977,21.9319,59.5100,2026.7,0.006885,0.000299,0.046961,0.5908
509,1,learning,22285.5,10000,1001,359,0.000,-0.579,6.9940,19.4455,62.0000,2037.0,0.007055,0.000169,0.047723,0.5910
510,1,learning,22339.2,10000,978,390,0.000,8.571,6.8419,18.2791,38.0000,1974.4,0.006932,-0.000168,0.047432,0.5908
