environment,condition,seed,rep,run,time,event,last_gen,first_crossing
baseline,evolution,2003,7,base_w500_evolution_h128_seed2003_r7,43.0,1,1000.0,4.0
baseline,evolution,2003,8,base_w500_evolution_h128_seed2003_r8,37.0,1,1000.0,7.0
baseline,evolution,2003,9,base_w500_evolution_h128_seed2003_r9,55.0,1,1000.0,7.0
baseline,evolution,2003,10,base_w500_evolution_h128_seed2003_r10,34.0,1,1000.0,7.0
baseline,evolution,2004,1,base_w500_evolution_h128_seed2004_r1,24.0,1,1000.0,4.0
baseline,evolution,2004,2,base_w500_evolution_h128_seed2004_r2,34.0,1,1000.0,7.0
baseline,evolution,2004,3,base_w500_evolution_h128_seed2004_r3,24.0,1,1000.0,7.0
baseline,evolution,2004,4,base_w500_evolution_h128_seed2004_r4,43.0,1,1000.0,7.0
baseline,evolution,2004,5,base_w500_evolution_h128_seed2004_r5,31.0,1,1000.0,4.0
baseline,evolution,2004,6,base_w500_evolution_h128_seed2004_r6,31.0,1,1000.0,7.0
baseline,evolution,2004,7,base_w500_evolution_h128_seed2004_r7,37.0,1,1000.0,4.0
baseline,evolution,2004,8,base_w500_evolution_h128_seed2004_r8,31.0,1,1000.0,7.0
baseline,evolution,2004,9,base_w500_evolution_h128_seed2004_r9,37.0,1,1000.0,4.0
baseline,evolution,2004,10,base_w500_evolution_h128_seed2004_r10,37.0,1,1000.0,4.0
baseline,evolution,2005,1,base_w500_evolution_h128_seed2005_r1,22.0,1,1000.0,7.0
baseline,evolution,2005,2,base_w500_evolution_h128_seed2005_r2,31.0,1,1000.0,4.0
baseline,evolution,2005,3,base_w500_evolution_h128_seed2005_r3,27.0,1,1000.0,4.0
baseline,evolution,2005,4,base_w500_evolution_h128_seed2005_r4,33.0,1,1000.0,7.0
baseline,evolution,2005,5,base_w500_evolution_h128_seed2005_r5,31.0,1,1000.0,4.0
baseline,evolution,2005,6,base_w500_evolution_h128_seed2005_r6,31.0,1,1000.0,7.0
baseline,evolution,2005,7,base_w500_evolution_h128_seed2005_r7,33.0,1,1000.0,7.0
baseline,evolution,2005,8,base_w500_evolution_h128_seed2005_r8,22.0,1,1000.0,7.0
baseline,evolution,2005,9,base_w500_evolution_h128_seed2005_r9,33.0,1,1000.0,7.0
baseline,evolution,2005,10,base_w500_evolution_h128_seed2005_r10,36.0,1,1000.0,7.0
baseline,evolution,2006,1,base_w500_evolution_h128_seed2006_r1,28.0,1,1000.0,7.0
baseline,evolution,2006,2,base_w500_evolution_h128_seed2006_r2,15.0,1,1000.0,4.0
baseline,evolution,2006,3,base_w500_evolution_h128_seed2006_r3,18.0,1,1000.0,7.0
baseline,evolution,2006,4,base_w500_evolution_h128_seed2006_r4,39.0,1,1000.0,7.0
baseline,evolution,2006,5,base_w500_evolution_h128_seed2006_r5,31.0,1,1000.0,7.0
baseline,evolution,2006,6,base_w500_evolution_h128_seed2006_r6,40.0,1,1000.0,7.0
baseline,evolution,2006,7,base_w500_evolution_h128_seed2006_r7,24.0,1,1000.0,7.0
baseline,evolution,2006,8,base_w500_evolution_h128_seed2006_r8,39.0,1,1000.0,4.0
baseline,evolution,2006,9,base_w500_evolution_h128_seed2006_r9,21.0,1,1000.0,7.0
baseline,evolution,2006,10,base_w500_evolution_h128_seed2006_r10,31.0,1,1000.0,7.0
baseline,evolution,2007,1,base_w500_evolution_h128_seed2007_r1,25.0,1,1000.0,4.0
baseline,evolution,2007,2,base_w500_evolution_h128_seed2007_r2,25.0,1,1000.0,4.0
baseline,evolution,2007,3,base_w500_evolution_h128_seed2007_r3,36.0,1,1000.0,7.0
baseline,evolution,2007,4,base_w500_evolution_h128_seed2007_r4,45.0,1,1000.0,4.0
baseline,evolution,2007,5,base_w500_evolution_h128_seed2007_r5,30.0,1,1000.0,7.0
baseline,evolution,2007,6,base_w500_evolution_h128_seed2007_r6,22.0,1,1000.0,4.0
baseline,evolution,2007,7,base_w500_evolution_h128_seed2007_r7,24.0,1,1000.0,7.0
baseline,evolution,2007,8,base_w500_evolution_h128_seed2007_r8,25.0,1,1000.0,7.0
baseline,evolution,2007,9,base_w500_evolution_h128_seed2007_r9,37.0,1,1000.0,7.0
baseline,evolution,2007,10,base_w500_evolution_h128_seed2007_r10,25.0,1,1000.0,7.0
baseline,evolution,2008,1,base_w500_evolution_h128_seed2008_r1,37.0,1,1000.0,7.0
baseline,evolution,2008,2,base_w500_evolution_h128_seed2008_r2,34.0,1,1000.0,10.0
baseline,evolution,2008,3,base_w500_evolution_h128_seed2008_r3,31.0,1,1000.0,4.0
baseline,evolution,2008,4,base_w500_evolution_h128_seed2008_r4,28.0,1,1000.0,10.0
baseline,evolution,2008,5,base_w500_evolution_h128_seed2008_r5,48.0,1,1000.0,10.0
baseline,evolution,2008,6,base_w500_evolution_h128_seed2008_r6,43.0,1,1000.0,10.0
baseline,evolution,2008,7,base_w500_evolution_h128_seed2008_r7,28.0,1,1000.0,4.0
baseline,evolution,2008,8,base_w500_evolution_h128_seed2008_r8,34.0,1,1000.0,10.0
baseline,evolution,2008,9,base_w500_evolution_h128_seed2008_r9,28.0,1,1000.0,7.0
baseline,evolution,2008,10,base_w500_evolution_h128_seed2008_r10,39.0,1,1000.0,10.0
baseline,evolution,2009,1,base_w500_evolution_h128_seed2009_r1,31.0,1,1000.0,7.0
baseline,evolution,2009,2,base_w500_evolution_h128_seed2009_r2,31.0,1,1000.0,7.0
baseline,evolution,2009,3,base_w500_evolution_h128_seed2009_r3,40.0,1,1000.0,7.0
baseline,evolution,2009,4,base_w500_evolution_h128_seed2009_r4,40.0,1,1000.0,7.0
baseline,evolution,2009,5,base_w500_evolution_h128_seed2009_r5,37.0,1,1000.0,7.0
baseline,evolution,2009,6,base_w500_evolution_h128_seed2009_r6,34.0,1,1000.0,7.0
baseline,evolution,2009,7,base_w500_evolution_h128_seed2009_r7,31.0,1,1000.0,7.0
baseline,evolution,2009,8,base_w500_evolution_h128_seed2009_r8,33.0,1,1000.0,7.0
baseline,evolution,2009,9,base_w500_evolution_h128_seed2009_r9,28.0,1,1000.0,7.0
baseline,evolution,2009,10,base_w500_evolution_h128_seed2009_r10,31.0,1,1000.0,7.0
baseline,evolution,2010,1,base_w500_evolution_h128_seed2010_r1,40.0,1,1000.0,4.0
baseline,evolution,2010,2,base_w500_evolution_h128_seed2010_r2,21.0,1,1000.0,7.0
baseline,evolution,2010,3,base_w500_evolution_h128_seed2010_r3,22.0,1,1000.0,4.0
baseline,evolution,2010,4,base_w500_evolution_h128_seed2010_r4,34.0,1,1000.0,4.0
baseline,evolution,2010,5,base_w500_evolution_h128_seed2010_r5,34.0,1,1000.0,7.0
baseline,evolution,2010,6,base_w500_evolution_h128_seed2010_r6,40.0,1,1000.0,4.0
baseline,evolution,2010,7,base_w500_evolution_h128_seed2010_r7,34.0,1,1000.0,4.0
baseline,evolution,2010,8,base_w500_evolution_h128_seed2010_r8,21.0,1,1000.0,7.0
baseline,evolution,2010,9,base_w500_evolution_h128_seed2010_r9,31.0,1,1000.0,4.0
baseline,evolution,2010,10,base_w500_evolution_h128_seed2010_r10,31.0,1,1000.0,13.0
