band_scheme,condition,hidden_size,unit,final,previous,late_growth,band_index,band,trajectory
quartile,learning,64,seed1_r5,7.5070524999999995,7.475273500000001,0.03177899999999845,2,Q3  7.46–7.53,plateaued
quartile,learning,64,seed1_r4,7.537644499999999,7.4674225000000005,0.07022199999999845,3,Q4  > 7.53,plateaued
quartile,learning,64,seed42_r4,7.546584499999999,7.5277355,0.01884899999999856,3,Q4  > 7.53,plateaued
quartile,learning,64,seed1_r1,7.5488205,7.548653000000001,0.0001674999999989879,3,Q4  > 7.53,plateaued
quartile,learning,64,seed42_r5,7.552843499999999,7.57365,-0.020806500000000838,3,Q4  > 7.53,plateaued
quartile,learning,64,seed42_r1,7.556803499999998,7.552006,0.00479749999999779,3,Q4  > 7.53,plateaued
quartile,learning,64,seed1_r3,7.591811,7.5576525000000006,0.034158499999999314,3,Q4  > 7.53,plateaued
quartile,learning,64,seed1_r2,7.595979,7.5698675,0.026111499999999843,3,Q4  > 7.53,plateaued
quartile,learning,128,seed999_r5,7.3908035,7.442263499999999,-0.05145999999999962,1,Q2  7.16–7.46,plateaued
quartile,learning,128,seed999_r4,7.4165589999999995,7.4583295,-0.041770500000000155,1,Q2  7.16–7.46,plateaued
quartile,learning,128,seed42_r5,7.4363585,7.438327500000001,-0.0019690000000007757,1,Q2  7.16–7.46,plateaued
quartile,learning,128,seed999_r3,7.4389455,7.378940499999999,0.060005000000001196,1,Q2  7.16–7.46,plateaued
quartile,learning,128,seed999_r2,7.451683500000001,7.4278895,0.023794000000000537,1,Q2  7.16–7.46,plateaued
quartile,learning,128,seed42_r4,7.462936999999999,7.504897499999999,-0.04196050000000007,2,Q3  7.46–7.53,plateaued
quartile,learning,128,seed1_r3,7.4661064999999995,7.5006765,-0.034570000000000434,2,Q3  7.46–7.53,plateaued
quartile,learning,128,seed1_r4,7.4667460000000005,7.4790485,-0.012302499999999661,2,Q3  7.46–7.53,plateaued
quartile,learning,128,seed42_r2,7.4710395,7.4656975,0.005341999999999736,2,Q3  7.46–7.53,plateaued
quartile,learning,128,seed1_r5,7.4729435,7.450932499999999,0.02201100000000178,2,Q3  7.46–7.53,plateaued
quartile,learning,128,seed999_r1,7.4833345,7.4814465,0.0018880000000001118,2,Q3  7.46–7.53,plateaued
quartile,learning,128,seed42_r3,7.504875500000001,7.484490000000001,0.020385499999999723,2,Q3  7.46–7.53,plateaued
quartile,learning,128,seed1_r2,7.529105500000001,7.504393,0.02471250000000058,3,Q4  > 7.53,plateaued
quartile,learning,128,seed1_r1,7.532307,7.5639495,-0.03164249999999935,3,Q4  > 7.53,plateaued
quartile,learning,128,seed42_r1,7.550498999999999,7.5219405,0.028558499999999043,3,Q4  > 7.53,plateaued
quartile,pure_rl,32,seed999_r3,6.8543525,7.0076645,-0.15331199999999967,0,Q1  ≤ 7.16,plateaued
quartile,pure_rl,32,seed1_r1,7.0902135,7.170373999999999,-0.08016049999999897,0,Q1  ≤ 7.16,plateaued
quartile,pure_rl,32,seed1_r5,7.0920630000000005,7.236871,-0.14480799999999938,0,Q1  ≤ 7.16,plateaued
quartile,pure_rl,32,seed1_r4,7.1143845,7.1610555,-0.04667099999999991,0,Q1  ≤ 7.16,plateaued
quartile,pure_rl,32,seed999_r2,7.1321135,7.1241765,0.007937000000000083,0,Q1  ≤ 7.16,plateaued
quartile,pure_rl,32,seed999_r1,7.1344294999999995,7.224068,-0.0896385000000004,0,Q1  ≤ 7.16,plateaued
quartile,pure_rl,32,seed42_r4,7.137312,6.938950999999999,0.19836100000000023,0,Q1  ≤ 7.16,still climbing
quartile,pure_rl,32,seed42_r1,7.1484095000000005,7.129281,0.01912850000000077,0,Q1  ≤ 7.16,plateaued
quartile,pure_rl,32,seed42_r5,7.163277000000001,7.1151565,0.048120500000000455,1,Q2  7.16–7.46,plateaued
quartile,pure_rl,32,seed1_r2,7.1739555,7.148152,0.025803500000000312,1,Q2  7.16–7.46,plateaued
quartile,pure_rl,32,seed1_r3,7.191141499999999,6.990136500000001,0.20100499999999766,1,Q2  7.16–7.46,still climbing
quartile,pure_rl,32,seed999_r5,7.203820500000001,7.162647,0.041173500000001084,1,Q2  7.16–7.46,plateaued
quartile,pure_rl,32,seed42_r2,7.208719000000001,6.982794999999999,0.2259240000000018,1,Q2  7.16–7.46,still climbing
quartile,pure_rl,32,seed999_r4,7.209064,6.5571280000000005,0.6519359999999992,1,Q2  7.16–7.46,still climbing
quartile,pure_rl,32,seed42_r3,7.310005000000001,7.195649499999999,0.11435550000000205,1,Q2  7.16–7.46,plateaued
quartile,pure_rl,64,seed999_r5,6.920609,7.0063889999999995,-0.08577999999999975,0,Q1  ≤ 7.16,plateaued
quartile,pure_rl,64,seed42_r5,6.996944500000001,7.1519129999999995,-0.15496849999999895,0,Q1  ≤ 7.16,plateaued
quartile,pure_rl,64,seed42_r4,7.0166175,7.1838215000000005,-0.1672040000000008,0,Q1  ≤ 7.16,plateaued
